S R_500 R_1000 R_1500 R_2000 R_2500 R_3000 R_3500 R_4000 R_4500 R_5000
21 50 0.276651728092076 0.183088175817567 0.209505483995426 0.14620483262528 0.0825906399877821 0.0548103134086535 0.0332390723698058 0.248450400447335 0.212146648579308 0.0625209321041752
22 69 0.208678815477601 0.0611605741729615 0.443269996365203 0.361765283206918 0.288783506812894 0.312369250572141 0.256926271930256 0.410220005482216 0.358592179593248 0.180489585641473
23 34 0.302524217779323 0.247641832673888 0.0520369805999268 0.00458258999107677 0.0493013033816554 0.107136431260299 0.106577760877552 0.131587501211314 0.107327781911111 0.208701235921178
24 65 0.198591679627915 0.0571789287747198 0.424689832555271 0.347419294749932 0.277842158336714 0.300881310124505 0.247596379209177 0.39122424164748 0.342153297079734 0.174798468337426
25 64 0.190551476241661 0.0494768308877187 0.426973778949102 0.350852655036208 0.282450700339729 0.307675573585797 0.253805344559161 0.389881954346885 0.341298854502535 0.183660341894816
26 60 0.19150117923964 0.0589085585643582 0.394535640446542 0.322466951778178 0.256821593619429 0.27685513599176 0.227392574777575 0.36407288319597 0.318349415886664 0.157399918823966
27 71 0.147501350316454 0.0173288415772054 0.535707926425941 0.453176566241671 0.382380730515702 0.434108203674369 0.364088480653838 0.460597731296661 0.405874957464148 0.306750978894311
28 40 0.229360210772532 0.1463073161722 0.190771023855854 0.138419291084902 0.0846127852855726 0.0647554565823681 0.0440800946881233 0.214587605492853 0.184070554500239 0.0356101138306884
29 1 0.335192154919898 0.355633675424647 0.246758105104611 0.261188820190012 0.293788889873396 0.404903159990511 0.362919584961778 0.0966672772451444 0.0966538379001265 0.471630664230991
30 37 0.216276439461435 0.136614395586078 0.183764888344719 0.134679657142684 0.0837506530504979 0.0658057498198424 0.0456241136775678 0.203747436274891 0.174996670666282 0.0295937989253225
31 53 0.157293433231193 0.0318206195051133 0.382807315818105 0.318421044180018 0.259705871152295 0.285749985928 0.236689578106448 0.34105025745945 0.299347205641551 0.178294422192087
32 66 0.107300333385185 0.0558393310122108 0.547127658395098 0.470343367673047 0.405423440530777 0.468079520980829 0.395133307403758 0.453886294793689 0.401602744578149 0.351060346681258
33 27 0.213132277532551 0.153487028240236 0.109598529434633 0.0707352563981328 0.0270217653718091 0.00157909559204999 0.0118663722461435 0.142631412055691 0.120878352177784 0.0849602037190451
34 44 0.151152635840898 0.0429819769713914 0.320214985206815 0.265082997950234 0.213056199714711 0.230903374201218 0.19007300389326 0.288089827857025 0.25259388583261 0.134635449607778
35 40 0.152102338838877 0.0524137046480309 0.287776846704255 0.236697294692205 0.187427092994411 0.20008293660718 0.163660234111674 0.262280756706109 0.229644447216739 0.108375026536928
36 31 0.168035219143912 0.0904018082640716 0.197468566707708 0.155279818860335 0.111401905068588 0.106571330587594 0.0828779057774713 0.195693712471324 0.169870015203084 0.0235774424190138
37 18 0.195954641294591 0.151235012631633 0.0608641735159722 0.0314369249693927 0.004940147821655 0.0370932101724309 0.0414000693988243 0.0964842897694447 0.0806355884712002 0.108049870536552
38 32 0.142964905987171 0.0578637869264288 0.236758544391763 0.19396560297719 0.150856637797932 0.157774558565508 0.127917571609009 0.217475921720457 0.190256126087355 0.0764234861620314
39 23 0.158897786292205 0.0958518905424695 0.146450264395216 0.11254812714532 0.0748314498721087 0.0642629525459214 0.0471352432748066 0.150888877485672 0.1304816940737 0.00837409795588285
40 76 0.0109607320102453 0.220259067490063 0.7737317389241 0.688724631229075 0.623717668894784 0.748121835003141 0.640535440993048 0.589948699490861 0.527337180192577 0.632689114909806
41 38 0.0918745766757098 0.0166439834254964 0.347776638262432 0.299722874468929 0.255395209976921 0.291001452115371 0.24440967305367 0.286849411369638 0.253977786471769 0.208375996718916
42 66 0.00306805509146465 0.189973061761024 0.685707405321385 0.61074051568348 0.552301022971976 0.661404492444846 0.56596207800883 0.522019367955482 0.466708305601722 0.556753404349281
43 59 0.00687155429074778 0.163407508520744 0.618547181922433 0.550535748881146 0.496434267528362 0.59296935379548 0.506927573095674 0.471743512954245 0.42166387094718 0.495370684650193
44 50 0.0228044345957824 0.125419404904703 0.528238901925886 0.469118273049276 0.420409079602538 0.499457747775894 0.426145244761471 0.405156468719461 0.361889438933524 0.410573100532279
45 27 0.0806902113605717 0.00747344865833913 0.275894225746177 0.239211834010652 0.203274864301247 0.230410870164771 0.193128152479943 0.224391099849844 0.199005025406071 0.161871465482583
46 51 0.00226587856095856 0.157957426242346 0.567528879609941 0.507804057166131 0.459863812331883 0.550660975753807 0.471184910593009 0.426938677968593 0.382275549817796 0.463419144275296
47 43 0.0106703662826649 0.125680597814185 0.488794627912191 0.436992935849029 0.393917840647164 0.469687603419331 0.40127649396933 0.368507228350583 0.329866116483697 0.390328992366795
48 40 0.00862343381923318 0.121960145325426 0.467930517708428 0.419213587105768 0.378367950167969 0.451405399510403 0.385737635898267 0.350853751816441 0.314281676547383 0.375776001505359
49 21 0.0545226687383783 0.026859289830583 0.261881954723908 0.231732566126217 0.201550599831097 0.232511456639719 0.196216190458832 0.202710761413918 0.180857257738158 0.173904095293315
50 61 0.0763795885657288 0.268723670420673 0.738701061368428 0.670026461517986 0.61940700771941 0.753373301190512 0.648255535940271 0.535747853401049 0.481967761022795 0.662770689436635
