site S R_500 R_1000 R_1500 R_2000 R_2500 R_3000 R_3500 R_4000 R_4500 R_5000
33 4 15 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
34 4 17 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
35 4 19 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
36 4 9 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
37 4 9 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
38 4 13 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
39 4 9 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
40 4 7 0.0505595693218747 0.0363519144681224 0.0438268700631735 0.0878599934015732 0.152366361671914 0.163834092144409 0.137207692278099 0.105710559758919 0.103965566996775 0.111304099822025
41 5 5 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
42 5 5 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
43 5 7 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
44 5 4 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
45 5 3 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
46 5 7 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
47 5 3 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
48 5 10 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
49 5 11 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
50 5 6 0.0568707262676124 0.0479479977956847 0.0507028616543246 0.0695276635579451 0.090150803317163 0.10150525552441 0.0933391806535046 0.0752238806482028 0.0770837965980618 0.0860201255322382
51 6 32 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
52 6 29 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
53 6 27 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
54 6 34 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
55 6 46 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
56 6 25 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
57 6 35 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
58 6 38 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
59 6 28 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
60 6 40 0.122797570318264 0.0629841429912048 0.104839389772559 0.246876931425335 0.462902710990351 0.492520621651338 0.402955222000361 0.306669072649467 0.298062052733093 0.315106513016392
61 7 13 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
62 7 8 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
63 7 14 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
64 7 14 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
65 7 16 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
66 7 10 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
67 7 14 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
68 7 13 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
69 7 17 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
70 7 14 0.0965910797522301 0.0727038289362445 0.085936906894392 0.121809184648424 0.163432171165815 0.18291312898756 0.166276954209521 0.133310463841307 0.135983904225065 0.151075068668092
71 8 5 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
72 8 2 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
73 8 5 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
74 8 10 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
75 8 6 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
76 8 4 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
77 8 8 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
78 8 6 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
79 8 7 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
80 8 5 0.0974826287793392 0.0839871793667196 0.08851648607399 0.0856876186492492 0.0616741158994338 0.0793711830269308 0.0902734832238863 0.079011796447684 0.0865694041414662 0.10266651603522
81 9 15 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
82 9 22 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
83 9 17 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
84 9 17 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
85 9 21 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
86 9 23 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
87 9 29 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
88 9 21 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
89 9 24 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
90 9 16 0.1399245051826 0.0976681486748624 0.124035227075495 0.185950196509268 0.263075203622221 0.291796408677796 0.260638034006232 0.207271705889683 0.209905831641992 0.231546397366003
91 10 13 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
92 10 15 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
93 10 13 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
94 10 18 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
95 10 15 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
96 10 10 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
97 10 9 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
98 10 12 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
99 10 12 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
100 10 16 0.146235662128338 0.109264232002425 0.130911218666646 0.16761786666564 0.200859645267471 0.229467572057797 0.216769522381638 0.176785026778967 0.183024061243279 0.206262423076217
101 11 9 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
102 11 4 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
103 11 10 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
104 11 4 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
105 11 6 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
106 11 7 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
107 11 4 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
108 11 3 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
109 11 9 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
110 11 9 0.147127211155447 0.1205475824329 0.133490797846244 0.131496300666465 0.0991015900010891 0.125925626097168 0.140766051396003 0.122486359385344 0.13360956115968 0.157853870443344
111 12 17 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
112 12 25 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
113 12 23 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
114 12 25 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
115 12 22 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
116 12 18 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
117 12 21 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
118 12 24 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
119 12 22 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
120 12 14 0.19318215950446 0.134437040339101 0.171873813788784 0.243618369296849 0.326864342331631 0.36582625797512 0.332553908419043 0.266620927682615 0.27196780845013 0.302150137336185
121 13 6 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
122 13 9 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
123 13 17 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
124 13 11 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
125 13 7 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
126 13 6 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
127 13 15 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
128 13 12 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
129 13 14 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
130 13 14 0.186847564640065 0.14530341357346 0.168724843086312 0.183777821756944 0.172382957849741 0.207333499560318 0.21370382495202 0.180572942578448 0.192509668786684 0.222908813579198
131 14 1 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
132 14 4 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
133 14 3 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
134 14 7 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
135 14 8 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
136 14 1 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
137 14 4 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
138 14 1 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
139 14 4 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
140 14 3 0.18954564964005 0.156691008302964 0.172736559736427 0.153586001142952 0.0838057348872368 0.117529256713232 0.148412007086732 0.134211604612461 0.150606078598047 0.182208453727355
141 15 33 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
142 15 29 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
143 15 23 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
144 15 29 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
145 15 31 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
146 15 28 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
147 15 25 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
148 15 22 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
149 15 29 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
150 15 22 0.244633277853444 0.17110168770431 0.218280263031556 0.295356796699247 0.377472648737163 0.4261184041589 0.393758129711506 0.31803282004791 0.326518875363306 0.365045684525338
151 16 15 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
152 16 12 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
153 16 18 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
154 16 14 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
155 16 16 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
156 16 10 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
157 16 15 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
158 16 15 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
159 16 11 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
160 16 11 0.238298682989049 0.181968060938669 0.215131292329083 0.235516249159342 0.222991264255274 0.267625645744098 0.274908046244483 0.231984834943744 0.24706073569986 0.285804360768351
161 17 2 0.237383696043282 0.193147167070115 0.216278734038163 0.193464937774985 0.108052376685015 0.150345996669926 0.188192922138501 0.169748838122485 0.190135325721299 0.229687615354451
162 17 7 0.237383696043282 0.193147167070115 0.216278734038163 0.193464937774985 0.108052376685015 0.150345996669926 0.188192922138501 0.169748838122485 0.190135325721299 0.229687615354451
163 17 9 0.237383696043282 0.193147167070115 0.216278734038163 0.193464937774985 0.108052376685015 0.150345996669926 0.188192922138501 0.169748838122485 0.190135325721299 0.229687615354451
164 17 6 0.237383696043282 0.193147167070115 0.216278734038163 0.193464937774985 0.108052376685015 0.150345996669926 0.188192922138501 0.169748838122485 0.190135325721299 0.229687615354451
